name,brewery,style,release_date,rating,ibu,hops,malts,additives,alcohol,og,personal_rating
Pražan Světlý Ležák,Konrad,Pilsner - Czech / Bohemian,2021-10-24,3.222,,,,,4.8,,3
Milk Flow,Midnight Project,Stout - Imperial / Double Milk,2022-06-17,4.126,25.0,,,Lactose,6.8,,4
Lichamanka: Columbus,Malanka,IPA - Imperial / Double,2023-07-12,4.244,80.0,Columbus,"Pilsner,Cara Clair",,6.8,18.0,4
Foretaste,Valaduta,Farmhouse Ale - Saison,2023-07-17,4.16,20.0,,,,6.0,,4
Zolak: Sabro & YQH-1320,Malanka,Farmhouse Ale - Grisette,2023-07-18,3.956,35.0,"Sabro,Elani","Pilsner,Flaked Wheat",,5.3,11.0,4
Apricot Crush,Bierstaat,IPA - Triple,2023-07-17,3.835,50.0,Idaho Gem,,Apricot,6.9,,4
Breeder Reactor,AF Brew,IPA - New England / Hazy,2018-01-24,3.86,,"Idaho 7,Citra,Simcoe",,,6.7,,4
Sourrealism,Bierstaat,Sour - Fruited,2023-07-03,4.02,,,,"Raspberry,Lingonberry,Black Currant",4.7,,4
Escapism,Bierstaat,Strong Ale - American,2023-07-10,4.133,45.0,"Idaho Gem,El Dorado",,,6.9,,3
Ricing Sun,Sindrom Brewery,Stout - Milk / Sweet,2022-12-30,3.623,20.0,,,,5.5,,4
Lonely Raccoon Party,Bierstaat,IPA - American,2023-06-23,3.853,35.0,"Ekuanot,Lotus",,,6.8,,4
Abbot Ale,Greene King,Bitter - Extra Special / Strong (ESB),2010-08-21,3.295,,,,,5.0,,2
Lager Hell,Privatbrauerei Hösl,Lager - Helles,2017-05-27,3.16,,,,,4.9,,4
Косоухофф Ячменное,Косоухофф,Lager - Euro Pale,2018-03-23,2.75,,,,,4.5,,3
Литрушка,Варница,Lager - Pale,2014-02-11,2.571,,,,,4.7,,4
Imhla: McKenzie,Malanka,IPA - New England / Hazy,2023-06-27,4.298,30.0,McKenzie,"Pilsner,Wheat,Flaked Oats,Flaked Wheat",,6.9,17.0,4
Tomatoni: Garam Masala,Jungle Brewery,Sour - Other Gose,2023-06-12,4.069,10.0,,,"Tomato,Cumin,Coriander,Cinnamon,Black Pepper,Red Pepper,Cloves,Nutmeg,Cardamom",5.0,13.0,4
Disintegrator,Mythmaker Brewing,Bock - Doppelbock,2022-11-25,3.733,75.0,,,,6.8,,4
Milk River,13 Litar,Stout - Milk / Sweet,2019-10-05,3.907,20.0,,,,6.7,,4
Fusion,Bierstaat,IPA - Imperial / Double,2023-06-19,3.926,50.0,Nectaron,,,6.9,,4
Oodles of Labradoodles,AF Brew,IPA - New England / Hazy,2017-10-31,3.931,,"Ella,Galaxy",,,6.7,,4
Молоко убежало,Konix Brewery,Stout - Milk / Sweet,2023-04-20,3.621,10.0,,,,5.0,,4
Браггот ржаной,Trigger,Mead - Braggot,2021-11-02,3.932,,,,,5.0,,4
Браггот медовый,Мозырьпиво,Mead - Braggot,2023-06-26,3.419,,,,,5.0,,4
Black Sheep Irish Stout,Heineken,Stout - Irish Dry,2022-07-15,3.558,,,,,4.0,,4
Bruler Blonde,Belgian Brew Factory,Belgian Blonde,2021-03-15,3.573,,,,,6.8,,4
Song Cider Semi-sweet,Вежа,Cider - Sweet,2020-10-19,3.549,,,,,5.0,,4
Taste of Nature: Pineapple & Banana,Dudar Brewery,Sour - Fruited,2023-05-26,3.928,,,,"Lactose,Pineapple,Banana",5.6,13.5,4
Thor Raspberry Ed.,Midnight Project,Mead - Braggot,2023-06-16,4.056,20.0,,,,6.8,,4
Kriek,Belle-Vue,Lambic - Kriek,,3.204,10.0,,,,5.1,,3
Sabro,Hausmann Brewery,IPA - New England / Hazy,2019-09-28,3.59,65.0,Sabro,,,5.0,,4
Octopus: Vista,Bierstaat,Lager - IPL (India Pale Lager),2023-05-29,3.825,25.0,Vista,,,5.5,,4
American Pils,Sozhski Beer,Pilsner - Other,2023-05-22,3.679,20.0,Centennial,,,6.0,,4
Massive,13 Litar,IPA - Imperial / Double,2023-06-07,3.817,75.0,"Chinook,Centennial,Idaho 7","Pale Ale,Pilsner",,6.8,18.5,4
Slim Summer,Selfmade Brewery,Sour - Fruited,2023-04-04,4.11,10.0,,,,6.8,,4
Odin,Sozhski Beer,IPA - American,2023-04-21,3.279,29.0,"Sabro,Cashmere",,,6.7,,3
Mango Blast,Bierstaat,IPA - Milkshake,2023-05-09,3.906,35.0,BRU-1,,Mango,6.5,,4
Вишня,Cider Time,Cider - Other Fruit,2023-06-11,,,,,,5.0,,3
Браггот (ржаной с мёдом),Мозырьпиво,Mead - Braggot,2023-04-07,3.623,,,,,5.0,,4
Pucker Up: Sea Buckthorn,Bierstaat,Sour - Other,2023-06-12,3.923,,,,Sea buckthorn,4.7,,4
Octopus: McKenzie,Bierstaat,Lager - IPL (India Pale Lager),2023-06-06,3.776,25.0,McKenzie,,,5.5,,4
Blanc,Volfas Engelman,Wheat Beer - Witbier / Blanche,2020-05-08,3.428,14.0,,,,5.0,,4
Лихое время,Khoffner,IPA - Imperial / Double New England / Hazy,2023-05-18,3.694,58.0,,,,6.8,,4
"Hoegaarden Cherry 0,0",Anadolu Efes,Non-Alcoholic Beer - Wheat Beer,2023-04-02,3.157,,,,,,,4
"Hoegaarden Grapefruit 0,0%",Anadolu Efes,Non-Alcoholic Beer - Shandy / Radler,2022-03-05,3.277,,,,,,,3
Ламбруско,Хмельной фермер,Fruit Beer,2023-05-05,2.592,,,,,4.9,,3
Ballantine Ale,Московская пивоваренная компания,Red Ale - American Amber / Red,2022-04-22,3.457,,,,,4.7,,4
Weizen,1516 Pub & Brewery,Wheat Beer - Hefeweizen,2013-07-18,3.537,,,,,4.9,,3
Solyanka Fantasy,Пан Качын,Sour - Other Gose,2023-06-03,3.63,,,,,5.2,,3
Generation P: Pain Hunter,Punchiller,Chilli / Chile Beer,2023-03-25,4.693,,,,,5.0,,5
Werewolf Kisses,Mad Frog Brewery,Mead - Melomel,2023-02-16,4.242,,,,,6.8,,4
Аліварыя Пітнае,Аліварыя,Lager - Pale,2023-04-08,2.829,11.0,,,,4.4,,4
Meadowmatic Blueberry X Passionfruit X Oak,GAS Brew,Mead - Melomel,2022-08-23,4.218,,,,,6.8,,4
34°59′20″N,Blur Meadery,Mead - Melomel,2023-04-24,3.894,,,,,5.2,,4
Quintessence Four Roses Bourbon Edition,Valaduta,Barleywine - English,2020-12-29,4.569,70.0,,,,6.8,,4
Tomattoro: Eggscellent,Mad Frog Brewery,Sour - Other Gose,2023-05-13,4.327,,,,,5.0,,5
Apricot Soot,Valaduta,Smoked Beer,2023-06-04,4.068,25.0,,,,5.7,,4
Reincarnation,Valaduta,Belgian Dubbel,2023-06-04,3.995,20.0,,,,6.8,,4
Tomato Gose Black Pepper Ed,Salden’s Brewery,Sour - Other Gose,2023-01-30,3.861,,,,,5.0,,4
Tomattoro: Smoked Moruga,Mad Frog Brewery,Sour - Other Gose,2023-05-31,4.365,,,,,4.8,,5
Hungry For Apples?,Mad Frog Brewery,Mead - Cyser,2022-08-26,4.358,,,,,6.8,,4
Simple Raspberry Life,Mad Frog Brewery,Mead - Traditional,2023-01-29,4.398,,,,,6.8,,5
106°36′52″W,Blur Meadery,Mead - Melomel,2023-04-24,3.876,,,,,5.2,,5
Cold Double IPA,Salden’s Brewery,IPA - Cold,2023-03-15,3.97,100.0,,,,6.8,,4
Whisky Barrel Aged Suburban Poison,"Jungle Brewery,Blood Brothers Brewery,Verden Brewery",Belgian Strong Dark Ale,2022-02-05,4.32,30.0,,,,6.8,,4
Розовые Очки,Coma Brewery,Sour - Smoothie / Pastry,2023-04-18,4.126,,,,,6.1,,4
100 Рентген,Волковская пивоварня,IPA - Imperial / Double,2017-06-29,3.549,100.0,,,,6.8,,4
Grimoire,Bierbank,Stout - Russian Imperial,2022-12-19,4.165,40.0,,,,6.8,,4
Black Pool #3,GAS Brew,Stout - Oatmeal,2022-11-17,3.662,30.0,,,,6.5,,4
Luchstreet NEIPA,"Bierbank,Valaduta",IPA - New England / Hazy,2023-05-30,3.862,,,,,5.3,,4
Belgian Pale Ale / Бельгийский Светлый Эль,Волковская пивоварня,Pale Ale - Belgian,2020-05-15,3.324,,,,,6.5,,4
White IPA,Blue Moon Brewing Company,IPA - White / Wheat,2014-08-09,3.276,45.0,"Simcoe,Cascade,Citra,Huell Melon",,,5.9,,3
Фермерский Эль,Волковская пивоварня,Farmhouse Ale - Other,2023-01-25,3.492,,,,,6.5,,4
Roma,Dr. Piwo,Belgian Blonde,2023-04-26,,29.0,,,,6.2,,4
БлонДимка,Dr. Piwo,Blonde Ale,2023-05-22,,24.0,Centennial,"Pale Ale,Munich,Vienna",,5.0,,4
Belgian Ale,WA Brewery,Brown Ale - Belgian,2023-03-23,,16.0,,,,6.0,16.0,4
Albino,WA Brewery,Wheat Beer - Witbier / Blanche,2023-03-19,,12.0,,,,4.0,12.0,4
Балтиец,Hophead Brewery,Porter - Baltic,2018-09-22,4.068,40.0,,,,6.8,,4
Mini Bar Moscow Mule,Московская пивоваренная компания,Fruit Beer,2023-04-05,2.935,,,,,6.0,,3
Mini Bar Negroni,Московская пивоваренная компания,Fruit Beer,2023-04-05,3.045,,,,,6.0,,4
ESSA Cocolada,Anadolu Efes,Shandy / Radler,2023-03-18,2.792,,,,,6.5,,3
Hanky Panky,Bierbank,IPA - American,2023-04-26,4.113,40.0,"Mosaic,Citra",,,6.3,,4
Special Request,Jungle Brewery,IPA - Imperial / Double,2023-05-15,4.316,100.0,"Topaz,Simcoe,Centennial,Citra,Mosaic",,,6.8,,4
Cat Sidhe,Dark Hills,Stout - Milk / Sweet,2020-11-20,3.757,33.0,,,,6.8,,4
Catch the Wave,Midnight Project,Pale Ale - Australian,2023-04-21,3.892,40.0,"Galaxy,Vic Secret",,,5.0,,4
Blonde,Hops Brewery,Lager - Pale,2018-06-14,3.402,17.0,Saaz,"Pilsner,Caramel",,5.0,12.0,4
Baltika #0 Non-Alcoholic Granat / Балтика #0 Безалкогольное Гранат,Балтика,Non-Alcoholic Beer - Shandy / Radler,2023-04-05,3.117,,,,,0.5,,4
Apostel Weissbier Hell,Privatbrauerei Eichbaum,Wheat Beer - Hefeweizen,2017-04-20,3.189,,,,,5.3,,3
Tomatoni: Mechoui,Jungle Brewery,Sour - Other Gose,2023-05-02,4.187,10.0,,,"Tomato,Salt,Garlic,Black Pepper,Cumin,Saffron,Curcuma",5.0,13.0,4
Шпала,Chibis Brewery,Stout - Russian Imperial,2023-03-24,3.976,,,,,6.8,,4
Dark Spin: Oatmeal,Carousel Brewery,Stout - Oatmeal,2023-04-25,3.915,40.0,,,,6.5,,4
Арбуз-Дыня,Медоварня B-side,Mead - Cyser,2020-12-29,3.996,,,,,5.5,,3
Foggy Morning In Idaho,Bierstaat,IPA - New England / Hazy,2023-03-06,3.904,30.0,"Idaho 7,Idaho Gem",,,6.8,,4
Cenosillicaphobia,TAKE AWAY,Sour - Other Gose,2022-07-11,3.203,10.0,,,,4.5,,4
Rinktinis,Volfas Engelman,Lager - Euro Pale,,3.102,,,,,5.2,,3
Zavieja: Galaxy & Nelson,Malanka,IPA - Imperial / Double New England / Hazy,2023-04-28,4.308,30.0,"Galaxy,Nelson Sauvin","Pilsner,Wheat,Flaked Oats,Flaked Wheat",,6.8,18.4,4
Cidre Royal With Black Currant,Royal Fruit Garden,Cider - Other Fruit,2016-08-22,3.444,,,,,6.9,,4
Mitrenha: Citra & Sabro,Malanka,IPA - Imperial / Double,2023-04-14,4.253,80.0,"Citra,Sabro",Pilsner,,6.8,18.0,4
Spacetime,Bierstaat,Stout - Milk / Sweet,2023-05-01,4.065,,,,Lactose,6.5,,4
Shadowcaster,Bierstaat,IPA - Black / Cascadian Dark Ale,2023-05-01,3.953,40.0,"Galaxy,Idaho Gem",,,6.8,,4
Du Soleil Dans Un Verre,Midnight Project,Belgian Tripel,2023-04-27,3.978,30.0,,,Candy Sugar,6.8,,4
Yard Cat,Midnight Project,IPA - Imperial / Double,2023-04-21,4.02,50.0,,,,6.8,,4
Passion Blast,Bierstaat,IPA - Milkshake,2023-04-24,3.93,35.0,BRU-1,,"Passion fruit,Lactose",6.5,,4
Popiel: Saaz,Malanka,Lager - Dark,2023-04-14,4.04,45.0,Saaz,"Pilsner,Chocolate,Smoked Wheat Malt",,5.5,14.0,4
Buggel Grapefruit,Варница,Fruit Beer,2022-11-02,2.898,,,,,4.7,,3
Чёрная вишня,Злынковский завод Каскад,Cider - Other Fruit,2020-08-30,3.367,,,,Cherry,6.0,,4
Enamour,Jungle Brewery,Pale Ale - American,2023-04-03,4.188,50.0,"Simcoe,Idaho 7,Citra,HBC630",,,5.3,13.0,4
Avenue 77 Sabro & Mosaic,Chibis Brewery,IPA - American,2020-02-19,3.82,40.0,"Sabro,Mosaic",,,6.8,,4
Mittelalter,Plague Brew,Kellerbier / Zwickelbier,2022-06-04,3.967,17.0,,,,5.0,,4
Punks on Office,Sindrom Brewery,Lager - Helles,2023-01-16,3.083,20.0,,,,4.4,,2
Spin Vibe: Melon Quince,"Plague Brew,Carousel Brewery",Sour - Fruited Berliner Weisse,2022-03-09,4.232,5.0,,,"Melon,Quince",5.3,,4
Сладкоежка,"Chibis Brewery,Konix Brewery,Samovar Brew",Sour - Smoothie / Pastry,2023-03-24,4.132,,,,,6.5,,4
Ballsy,Dudar Brewery,IPA - Session,2023-04-13,3.973,20.0,"Sabro,Galaxy",,,5.6,13.5,4
J-Rock,Plague Brew,Koji / Ginjo Beer,2022-11-07,4.151,45.0,,,,6.8,,4
Doom Metal,Plague Brew,Bock - Doppelbock,2023-03-02,4.095,30.0,,,,6.8,,4
Big Bad Wolf,Selfmade Brewery,Stout - Imperial / Double,2023-03-17,4.093,58.0,,,,6.8,,4
Bastet,Midnight Project,Stout - Imperial / Double,2023-04-01,4.125,60.0,,,,6.8,,4
Old World Rhapsody,Plague Brew,Old / Stock Ale,2021-03-24,3.935,60.0,,,,6.8,,3
La Tomatina MAXIMA,Rewort Brewery,Spiced / Herbed Beer,2021-06-26,4.063,,,,,6.5,,3
Six Years Anniversary Triple NEIPA,Midnight Project,IPA - Triple New England / Hazy,2023-04-01,4.24,40.0,"Mosaic,Citra,Galaxy",,,6.8,,4
Desert Snake,Midnight Project,IPA - Imperial / Double New England / Hazy,2023-04-14,,26.0,"Sabro,Citra",,,6.8,,4
Logger,Rewort Brewery,IPA - Imperial / Double,2022-12-01,3.936,50.0,,,,6.8,20.0,4
Diego M.,Rewort Brewery,Stout - Milk / Sweet,2022-10-03,3.964,15.0,,,,6.9,,4
Sourface: Cherry Raspberry Blackberry,Plague Brew,Sour - Fruited,2022-03-10,3.811,,,,,6.8,,4
Liquid Lunch Cherry Pomegranate Vanilla,Plague Brew,Sour - Smoothie / Pastry,2023-04-02,4.107,,,,,5.5,,4
Garagulya,Zagovor Brewery,IPA - New England / Hazy,2023-04-07,4.024,30.0,,,,6.0,,4
Vibe Shift,Zagovor Brewery,IPA - American,2022-12-07,3.979,55.0,,,,6.7,,4
Suppai Ni,Plague Brew,Happoshu,2022-10-26,3.907,7.0,,,,6.0,,4
Peaco,Plague Brew,Sour - Fruited,2021-08-31,4.076,8.0,,,,5.5,,4
Something Old & Something New,Hop Logic,Lager - IPL (India Pale Lager),2022-10-10,3.642,15.0,,,,5.6,,3
Calamansi Pilsner,"Dieta,Пивная диета",Pilsner - Other,2022-06-21,3.929,,,,,4.5,,4
Murquell Pilsner,Plan B Brewery,Pilsner - Czech / Bohemian,2022-08-26,3.853,30.0,,,,4.8,,4
Happy Pilsner Cashmere,Bierstaat,Pilsner - Other,2023-04-11,3.731,21.0,Cashmere,,,5.2,,4
Hop Headshot: Idaho7,Midnight Project,IPA - Triple,2023-04-14,4.18,111.0,Idaho 7,,,6.8,,4
Smuha: Nectaron,Malanka,IPA - Imperial / Double New England / Hazy,2023-03-31,4.325,40.0,Nectaron,"Pilsner,Wheat,Flaked Oats,Flaked Wheat",,6.8,18.0,4
Sourroundings,Jungle Brewery,Sour - Fruited,2023-04-13,4.059,13.0,,,"Banana,Strawberry,Lactose",5.2,14.0,4
Бабл Гам,Хмельной фермер,Hard Seltzer,2023-04-02,,,,,,4.9,,3
Smoked Up,Bierstaat,Smoked Beer,2023-04-04,4.12,28.0,,,,6.6,,4
Wheat Harvester,Hops Brewery,IPA - White / Wheat,2019-04-01,3.82,50.0,"Warrior,Mosaic,Citra",,,6.8,,4
Стаут,Chester Brewery,Stout - Milk / Sweet,2020-11-24,3.244,23.0,,,,5.5,,2
Urstein Weizen,Двинский бровар,Wheat Beer - Hefeweizen,2017-12-07,2.705,,,,,4.2,,4
Лысый Шарлатан,Brewlok,IPA - Black / Cascadian Dark Ale,2023-02-17,3.792,,,,,6.0,,4
Your Quadruple Sour Peach Juice,Midnight Project,Sour - Fruited,2020-01-17,4.243,15.0,,,Peach,6.8,,4
Призрак у дороги,Brewlok,Porter - Other,2023-02-17,3.783,,,,,6.3,,4
Move Around,Jungle Brewery,IPA - Imperial / Double,2023-03-27,4.213,90.0,"Pahto,Idaho 7,Simcoe",,,6.8,19.0,4
Strict Attention,Jungle Brewery,Stout - Imperial / Double,2023-03-23,4.306,50.0,,,,6.8,26.8,4
Muson: Piersik & Kivi & Limon,Malanka,Sour - Fruited,2023-03-29,4.217,,,"Pilsner,Wheat","Peach,Kiwi,Lemon",5.0,16.0,4
Зависимость [Мята],4BREWERS,Sour - Other Gose,2023-03-21,3.954,,,,,4.5,,4
Karahod: Galaxy & Simcoe Cryo,"Malanka,Spin Bar",IPA - Imperial / Double New England / Hazy,2023-03-25,4.339,40.0,"Galaxy,Simcoe","Pilsner,Wheat,Flaked Wheat,Flaked Oats",,6.8,18.0,4
Balta Pinta,Volfas Engelman,Wheat Beer - Hefeweizen,2014-04-16,3.389,,,,,5.0,12.0,4
Combi Nation #62 [Banana+Coconut+Strawberry+Apricot+Vanilla+Marshmallow],Sindrom Brewery,Sour - Smoothie / Pastry,2022-11-28,4.158,,,,,6.0,,4
Goseline Pump: Sea Buckthorn,AF Brew,Sour - Traditional Gose,2016-06-30,3.94,,,,,4.8,,2
Melomel: Mojito,Punchiller,Mead - Melomel,2022-05-31,4.281,,,,"Mint,Lime",6.8,,4
Cucu Drip,Sindrom Brewery,Sour - Other Gose,2022-11-08,3.787,,,,,5.5,,4
ESB,Fuller’s,Bitter - Extra Special / Strong (ESB),,3.552,40.0,,,,5.9,,4
Harvest,Bierstaat,Bock - Weizenbock,2023-03-20,4.088,,,,,6.7,,4
Holy Cow!,Bierstaat,Stout - Milk / Sweet,2023-03-28,4.067,,,,,6.3,,4
Тропическая Медовуха,Салаир,Mead - Melomel,2023-04-05,,,,,,5.4,,4
#4,Sozhski Beer,Märzen,2021-03-05,3.609,15.0,,,,5.7,,3
Seth & Riley's Garage Hard Peach,Балтика,Shandy / Radler,2022-07-13,3.103,,,,,4.6,,3
Stimulant,Jungle Brewery,IPA - American,2023-03-16,4.152,70.0,"Pahto,Simcoe,Idaho 7,Citra",,,6.4,14.0,4
Chaliera: Mosaic,Malanka,IPA - American,2023-03-15,4.216,60.0,Mosaic,Pilsner,,6.6,15.0,4
Red Grapevine,Салаир,Mead - Pyment,2019-03-12,2.644,,,,,5.0,,3
Поворот не туда,White Stone Brewery,IPA - Imperial / Double,2020-10-08,3.91,90.0,,,,6.8,,4
Brownstorm,13 Litar,Brown Ale - Imperial / Double,2023-01-25,4.002,40.0,"Centennial,Sabro","Vienna,Pilsner,Crystal,Roasted Barley",,6.8,19.5,4
King Crimson,Bierstaat,Stout - Imperial / Double,2023-03-13,4.183,25.0,,,,6.9,25.0,4
Гуава-арбуз,Хмельной фермер,Fruit Beer,2023-03-21,,,,,,4.9,,3
Sanddorn,Zavod,Sour - Fruited Berliner Weisse,2022-06-21,3.474,8.0,,,Sea buckthorn,4.3,,4
Bavarskoe (Баварское),Самко,Lager - Pale,2016-05-11,2.771,,,,,4.8,,3
Ice Siberia Berry,Салаир,Mead - Melomel,2019-05-21,3.441,,,,,5.0,,4
Сибирская тьма,Brewlok,Stout - Milk / Sweet,2022-01-24,3.971,,,,,6.8,,3
What Is Vista?..,13 Litar,IPA - White / Wheat,2023-02-06,4.052,60.0,Vista,"Pilsner,Wheat",,6.8,18.5,4
Cyklon: Citra & Idaho 7,Malanka,IPA - Imperial / Double,2023-03-03,4.256,40.0,"Citra,Idaho 7","Pilsner,Wheat,Flaked Wheat",,6.8,18.0,4
Lörts,Zavod,Porter - Baltic,2022-12-16,3.862,30.0,,,,6.8,,4
Достоевский. Том 8,Brewlok,Porter - Imperial / Double Baltic,2022-12-08,4.25,,,,,6.8,,4
#2,Sozhski Beer,Pilsner - German,2021-02-26,3.529,20.0,,,,4.0,,4
Прастора: Zappa & Idaho Gem,Прамень,IPA - American,2023-01-31,3.713,40.0,"Zappa,Idaho Gem",,,6.7,,4
Black Wheat,Magnify Brewing Company,Dark Ale,2015-05-16,3.768,,,,,5.0,,3
Синяя пчела.Клубника.,Салаир,Mead - Melomel,2022-09-21,,,,,,5.0,,0
Cherry Label,Chibis Brewery,Fruit Beer,2022-11-11,3.859,,,,,6.9,,4
Duality: Idaho Gem & Bru 1,Bierstaat,IPA - Imperial / Double,2023-02-28,3.835,55.0,"Idaho Gem,BRU-1",,,6.9,,4
Future Forms,Jungle Brewery,IPA - New England / Hazy,2023-02-16,4.076,40.0,"Sabro,Idaho 7,HBC630",,,6.7,17.7,4
Калекцыя майстра Hoppy Lager,Лідскае піва,Lager - IPL (India Pale Lager),2023-02-28,3.529,25.0,"Sabro,Ella,Perle",,,5.0,,4
Highlighter (Alloha),Chibis Brewery,IPA - New England / Hazy,2022-12-21,3.679,,,,,6.8,,3
Cherie Cheri Lady,Bierstaat,Belgian Blonde,2023-02-28,3.854,,,,Cherry,6.5,,4
Target: Renegade,Midnight Project,IPA - Imperial / Double,2023-02-10,3.964,65.0,"Amarillo,Simcoe",,,6.8,,4
Tomatoni: BBQ,Jungle Brewery,Sour - Other Gose,2023-02-21,4.285,10.0,,,,5.0,13.0,4
So Much Caffeine: Cuba Serrano,Bierstaat,Stout - Coffee,2023-02-14,4.19,16.0,,,Coffee,6.8,,4
Белое,Коломенская пивоварня,Wheat Beer - Other,2021-11-20,2.905,,,,,4.7,,3
Ride the Wave,Valaduta,IPA - American,2023-01-09,4.042,35.0,"Cascade,Centennial,Simcoe",,,6.8,,4
Lichamanka: Medusa,Malanka,IPA - Imperial / Double,2023-02-01,4.225,100.0,Medusa,Pilsner,,6.8,18.0,4
Belgian Blonde Ale,Bierstaat,Belgian Blonde,2023-02-07,3.75,14.0,,,,6.5,,4
Не Кричи На Кимчи,4BREWERS,Sour - Other Gose,2022-12-22,4.247,,,,,5.0,,4
Red Liquid,Chibis Brewery,Sour - Other Gose,2022-09-26,3.777,,,,,5.2,,4
Break Dancer,"Midnight Project,Бакунин",Stout - Pastry,2019-09-01,4.046,30.0,,,,6.8,30.0,4
Trip To Grandma,Brewlok,Sour - Other,2022-08-09,3.672,,,,,6.2,,4
Smuha: Riwaka,Malanka,IPA - Imperial / Double New England / Hazy,2023-02-03,4.257,40.0,,"Pilsner,Flaked Oats,Flaked Wheat,Wheat",,6.8,19.3,4
Зуброўскі,Hops Brewery,Pilsner - Imperial / Double,2023-01-26,3.755,30.0,,,,6.8,,4
ODIN,Midnight Project,Porter - Imperial / Double Baltic,2023-02-03,4.134,56.0,,,,6.8,,4
Doom Spell,Jungle Brewery,Lager - Dark,2023-01-05,3.85,20.0,,,,5.4,13.0,4
Cherry Mead,Степь и ветер,Mead - Melomel,2018-04-04,4.038,,,,,6.0,,4
Старая Пигалица (Old Chibis) Ver.5 Cherry,Chibis Brewery,Stout - Russian Imperial,2022-11-11,4.005,,,,,6.8,,4
Hefeweizen,Bierstaat,Wheat Beer - Hefeweizen,2023-01-23,3.659,8.0,,,,5.3,,4
Vivid Vibe: Red Currant,Plague Brew,Sour - Fruited Berliner Weisse,2022-10-30,4.09,5.0,,,,5.3,,4
Hop Headshot: El Dorado,Midnight Project,IPA - Triple,2021-12-24,4.152,111.0,El Dorado,,,6.8,,4
Rager: CTZ,Valaduta,IPA - Imperial / Double,2023-01-16,4.158,70.0,Columbus,,,6.8,,4
Tajfun: Citra & Mosaic,Malanka,IPA - Imperial / Double New England / Hazy,2023-01-18,4.399,60.0,"Citra,Mosaic","Pilsner,Flaked Oats",,6.8,19.3,4
Slodyč: Kakos i Mindaĺ,Malanka,Stout - Imperial / Double Pastry,2023-01-20,4.416,,,"Biscuit,Cara Clair,Chocolate,Pale Ale","Coconut,Almonds",6.8,30.0,5
Светлое,Craft,Lager - Pale,2018-09-15,2.503,,,,,4.2,12.0,3
Хорошая девочка,Česky Lev,Fruit Beer,2023-01-28,2.65,,,,,5.2,,3
Китайский император,Česky Lev,Fruit Beer,2022-12-26,2.675,,,,,5.2,,3
Gummi [Raspberries+Cherries+Marshmallows],Sindrom Brewery,Mead - Melomel,2022-08-18,4.176,,,,,6.0,,4
Beer Harbor,Chibis Brewery,Belgian Strong Golden Ale,2022-11-07,3.927,,,,,6.8,,4
Nightglow,13 Litar,Porter - Baltic,2022-12-14,4.234,25.0,Centennial,"Vienna,Crystal,Roasted Barley",,6.8,20.0,4
Утопия,Brewlok,IPA - Imperial / Double New England / Hazy,2022-04-08,3.678,,,,,6.8,,4
Village Lyrics,Konix Brewery,Farmhouse Ale - Saison,2022-07-13,3.439,9.0,,,,6.5,,4
Принеси Подай,4BREWERS,Sour - Other Gose,2022-12-19,4.102,,,,,5.0,,4
Suchaviej: Rosé,Malanka,IPA - Brut,2022-12-30,4.083,40.0,Hallertau Blanc,Pilsner,"Red Currant,Chokeberry",6.8,17.0,4
Metropolis,Bierstaat,Stout - Milk / Sweet,2023-01-17,4.026,14.0,,,,6.5,,4
Hell Man: Kimchi,Chibis Brewery,Sour - Tomato / Vegetable Gose,2022-04-12,4.112,,,,,4.5,,4
Slurm,Burning Brewery,Sour - Fruited,2022-09-15,2.741,11.0,,,,5.5,,3
WUF,Zagovor Brewery,Kölsch,2021-06-12,3.874,,"Spalter Select,Motueka",,,5.0,12.0,4
Vivid Vibe: Pomegranate,Plague Brew,Sour - Fruited Berliner Weisse,2021-10-19,4.162,5.0,,,,5.3,,4
Sahti,LaBEERint Brewery,Farmhouse Ale - Sahti,2016-08-27,3.843,25.0,,,,6.8,,4
Ореховый эль,Роян,Brown Ale - Other,2021-03-09,2.868,,,,,5.0,,2
Cidre Royal With Pear,Royal Fruit Garden,Cider - Other Fruit,2020-10-27,3.583,,,,,5.0,,4
Cidre Royal With Cranberry,Royal Fruit Garden,Cider - Other Fruit,2015-02-01,3.364,,,,,5.0,,3
Tomato Gose v.2 (BBQ Bourbon Whiskey),LaBEERint Brewery,Sour - Fruited Gose,2020-09-12,3.963,40.0,,,,6.0,,4
Reason,Robim Good Brewery,Red Ale - Other,2022-11-03,3.603,14.0,,,,5.4,14.4,3
Доза [Mango + Pineapple + Grapefruit],4BREWERS,Sour - Smoothie / Pastry,2022-08-23,4.276,,,,,6.0,,4
Apelsikha (Апельсиха),LaBEERint Brewery,Sour - Fruited,2022-08-18,3.972,,,,,5.0,,4
Чижик,Midnight Project,Stout - Milk / Sweet,2022-12-30,3.976,34.0,,,,6.9,,4
FOREVER PUNK,Rock’n’Beer,IPA - Other,2022-09-27,3.64,60.0,,,,6.0,,4
Hard To Say No,Chibis Brewery,Stout - Oatmeal,2017-06-21,3.554,15.0,,,,6.5,,4
So Much Caffeine: Santos,Bierstaat,Stout - Coffee,2023-01-03,4.183,16.0,,,"Coffee,Lactose",6.8,,4
Сheers! Enigma & Bru 1,Bierstaat,IPA - Imperial / Double,2022-12-26,3.84,60.0,"Enigma,BRU-1",,,6.8,,4
