name,brewery,style,release_date,rating,ibu,hops,malts,additives,alcohol,og,personal_rating
Macro Series: Berries Barrels Broken Beans,Jaws,Stout - Russian Imperial,2021-12-17,4.033,40.0,,,,6.8,,5
Oatmeal Stout,13 Litar,Stout - Oatmeal,2016-10-26,3.645,30.0,"Warrior,Sladek,Kazbek,Fuggle","Pilsner,Munich,Caraaroma,Chocolate,Oats",,5.8,,4
Есенин,Brewlok,Stout - Russian Imperial,2019-11-21,4.237,,,,Tonka Beans,6.8,,3
Sunflower,13 Litar,IPA - Imperial / Double,2022-07-06,3.844,60.0,"Loral,Centennial","Pale Ale,Pilsner",,6.8,17.5,4
Greek Fire,Axiom Brewery,Stout - Russian Imperial,2019-07-17,3.75,60.0,,,,6.8,,4
Cloudy St. Petersburg,Midnight Project,Pale Ale - New England / Hazy,2022-07-08,4.049,,"Sabro,Talus",,,3.0,,4
1664 Rosé,Kronenbourg,Fruit Beer,2013-08-02,2.831,15.0,,,,4.5,,3
Motörhop,Sabotage,Porter - American,2019-08-23,3.785,40.0,"Mosaic,Chinook,Citra",,,6.8,,4
Ardrishaig,Plague Brew,Porter - Other,2022-04-11,3.849,45.0,,,,6.8,,4
Lichamanka: Pahto,Malanka,IPA - Imperial / Double,2022-03-23,4.205,100.0,,Pilsner,,6.8,18.0,4
I Need A Zero: Apple & Black Currant,Black Cat Zero,Non-Alcoholic Beer - Sour,2022-06-03,3.685,,,,,0.5,,4
Dark Lager,Fanatic Brewing Center,Lager - Dark,2020-09-12,3.238,14.0,,,,4.3,,4
Pavaloka: Citra & Sabro,Malanka,IPA - Triple New England / Hazy,2022-06-29,4.447,,"Citra,Sabro","Pilsner,Flaked Oats",,6.8,21.0,4
Lichamanka: Galaxy,Malanka,IPA - Imperial / Double,2022-07-06,4.216,80.0,Galaxy,Pilsner,,6.8,18.5,4
Winston Pepper,"LaBEERint Brewery,F&S Brewery",Stout - Russian Imperial,2020-01-20,3.921,,,,"Tonka Beans,Black Pepper",6.8,,4
Lagervar Weiss,Лакинский пивзавод,Wheat Beer - Other,2022-03-08,2.564,,,,,4.7,,2
Lagervar Amber,Лакинский пивзавод,Lager - Amber / Red,2021-09-04,2.675,,,,,5.2,,2
Just: Hefeweizen,Midnight Project,Wheat Beer - Hefeweizen,2022-06-10,3.868,11.0,,,,5.8,,4
La Pénitence,Midnight Project,Belgian Dubbel,2022-07-01,3.87,24.0,,,,6.8,,4
Rager: Cashmere,Valaduta,IPA - Imperial / Double,2022-06-27,4.274,70.0,Cashmere,,,6.8,,4
Currant Mood,Rewort Brewery,Sour - Fruited,2018-09-11,3.842,13.0,,,,5.8,15.5,4
Simple Dimple,"Midnight Project,Paragraph",Pale Ale - New England / Hazy,2022-06-24,3.919,,"Citra,Cryo Pop",,,3.0,,4
Just: American IPA,Midnight Project,IPA - American,2022-06-24,3.978,45.0,"Mosaic,Citra",,,5.5,,4
Chaliera: Citra & Galaxy & Kohatu,Malanka,IPA - American,2022-06-21,4.278,60.0,"Citra,Galaxy,Kohatu",Pilsner,,6.0,15.0,4
Зависимость Укропная,4BREWERS,Sour - Other Gose,2022-02-21,4.096,,,,,6.9,,4
Lucha Fighter,4BREWERS,IPA - Red,2016-10-23,3.811,67.0,Vic Secret,,,6.8,,4
Weiss Berg Вишня,Бочкари,Fruit Beer,2018-07-15,3.114,,,,,4.0,,3
Milk Flow,Midnight Project,Stout - Imperial / Double Milk,2022-06-17,4.126,25.0,,,Lactose,6.8,,4
Brauberg Original,Крыніца,Lager - Helles,2021-03-11,2.666,,,,,4.0,,3
Faxe Premium,Royal Unibrew,Lager - Pale,2011-07-30,2.979,,,,,5.0,,3
Petrus Cranberry Rosé,Brouwerij De Brabandere,Sour - Fruited,2021-05-05,3.74,,,,,5.0,,4
Smokie Doke (Extra Hot),Jungle Brewery,Chilli / Chile Beer,2022-06-14,4.275,12.0,,,"Himalayan Salt,Garlic,Paprika,Red Pepper,Tomato",5.3,12.2,4
Poklič: Dźmuchaŭcy,Malanka,Farmhouse Ale - Saison,2021-07-06,4.079,,Columbus,Pilsner,Dandelion,6.9,13.0,4
Birthday Batch For Cute Spontan,Midnight Project,Stout - Imperial / Double Pastry,2021-12-05,4.272,40.0,,,,6.8,,4
Underground Ale,Gletcher,Bitter - Session / Ordinary,2022-05-05,3.512,15.0,,,,4.7,,3
Duality: Lupulin Ekuanot & Medusa,Bierstaat,IPA - Imperial / Double,2022-06-07,4.021,55.0,"Ekuanot,Medusa",,,6.9,,4
Mushroom Carousel,"Bierbank,Carousel Brewery",Sour - Other Gose,2022-03-26,4.211,7.0,,,,4.1,,4
Sweet Start of the Games,Midnight Project,IPA - Imperial / Double New England / Hazy,2022-06-17,4.038,,"Azacca,El Dorado,Ekuanot",,,6.8,,4
Rising Sun,13 Litar,Lager - IPL (India Pale Lager),2022-06-14,3.739,35.0,"Loral,Simcoe,Idaho 7",Pilsner,,5.3,13.5,4
Mind In Motion,Jungle Brewery,Stout - Milk / Sweet,2022-06-14,4.137,20.0,"Chinook,Simcoe",,Lactose,6.3,18.2,4
Атолла,Brewlok,Stout - Milk / Sweet,2022-04-27,3.75,,,,,6.8,,4
Blackberry Blood,Zavod,Sour - Fruited,2021-04-12,3.972,,,,Blackberry,4.4,,4
Похищение человеков инопланетянами,4BREWERS,IPA - White / Wheat,2016-10-23,3.882,67.0,"Citra,Chinook",,,6.8,,4
MANGO,Горьковская пивоварня,Fruit Beer,2020-11-14,2.83,8.0,,,,5.0,,2
Saule Dunkel,Valaduta,Wheat Beer - Dunkelweizen,2022-04-26,4.033,10.0,,,,5.0,,4
Mičelada: Hrejpfrut & Habanera,Malanka,Sour - Other Gose,2022-06-14,4.347,,,"Pilsner,Flaked Wheat","Tomato,Grapefruit,Red Pepper,Salt",4.0,12.0,4
Divine Fog: Sabro,Midnight Project,Pale Ale - New England / Hazy,2022-06-10,3.856,,Sabro,,,5.5,,4
After 6,Red Button Brewery,Stout - Milk / Sweet,2022-04-19,4.143,,,,,6.0,,4
La Paloma,Rewort Brewery,Sour - Fruited Gose,2022-04-16,3.875,,,,,6.2,,4
Full Tank,Big Village Brewery,IPA - Black / Cascadian Dark Ale,2022-05-06,3.828,70.0,,,,6.8,,4
Imža: Parečka i miata,Malanka,Sour - Fruited Berliner Weisse,2022-06-08,4.121,,,"Pilsner,Flaked Wheat","Red Currant,Mint",3.5,9.0,4
Refresh.exe /Calamansi,Midnight Project,Sour - Fruited Gose,2022-05-13,4.022,12.0,,,Calamansi,5.5,,4
Just: Helles Lager,Midnight Project,Lager - Helles,2022-06-10,3.818,12.0,,,,4.5,,4
Smokie Doke,Jungle Brewery,Sour - Other Gose,2022-06-01,4.036,12.0,,,"Himalayan Salt,Garlic,Paprika,Yellow Pepper,Red Pepper",5.3,12.2,4
Silence & Ataraxy,Rewort Brewery,Stout - Russian Imperial,2022-04-25,4.0,31.0,,,,6.8,,4
Black Werewolf,Hophead Brewery,IPA - Black / Cascadian Dark Ale,2021-12-15,3.781,80.0,"Simcoe,Cascade,Centennial",,,6.5,,4
Inflection Point,Jungle Brewery,IPA - American,2022-06-06,4.183,50.0,"Chinook,Simcoe,Idaho 7",,,5.7,13.8,4
Eibauer Dunkler Bock,Privatbrauerei Eibau i. Sa. GmbH,Bock - Single / Traditional,,3.41,20.0,,,,6.7,16.0,3
Hofbräu Original,Hofbräuhaus München,Lager - Helles,,3.546,24.0,,,,5.2,,4
Ocean Keeper,Valdsam Bjorn Brewery,Sour - Traditional Gose,2021-07-07,3.867,10.0,,,,6.5,,4
Corona Extra,Grupo Modelo,Lager - American,,3.135,19.0,,,,4.5,,3
Cherry Temptation,Hops Brewery,IPA - Imperial / Double Milkshake,2022-04-08,4.01,25.0,"Mosaic,Citra",,Cherry,6.8,,4
Morak: Žytniovy,Malanka,Porter - Imperial / Double Baltic,2022-06-02,4.31,,,"Carahell,Special X,Munich,Vienna,Biscuit,Rye",Caraway,6.8,26.0,4
Planet TrES-2b,Midnight Project,Stout - Russian Imperial,2019-01-26,4.109,55.0,,,,6.8,,4
Bohemian Pilsner,Gubernija,Pilsner - Czech / Bohemian,2021-04-23,2.933,,,,,4.6,,3
Pancho Villa,Coma Brewery,Sour - Smoothie / Pastry,2022-02-01,3.972,,,,,6.1,,4
Inspiration,13 Litar,Wheat Beer - American Pale Wheat,2022-06-29,3.693,40.0,Citra,"Pilsner,Wheat",,5.2,13.0,4
Lighthouse,13 Litar,IPA - Session,2022-05-30,3.768,35.0,"Simcoe,Sabro","Pilsner,Wheat",,4.9,12.0,4
Lava Run,Hop Logic,Spiced / Herbed Beer,2021-07-19,3.952,10.0,,,,5.4,,4
Лунная Нефть,Sabotage,Stout - Imperial / Double,2020-10-30,3.827,,,,,6.8,,4
J Pils,Jungle Brewery,Pilsner - Czech / Bohemian,2022-05-18,4.08,35.0,,,,4.9,14.0,4
Mild,Malanka,Mild - Dark,2022-06-01,3.872,22.0,East Kent Golding,"Maris Otter,Pilsner,Chocolate,Caraaroma,Vienna",,3.8,11.0,4
Weizen,1516 Pub & Brewery,Wheat Beer - Hefeweizen,2013-07-18,3.537,,,,,4.9,,4
Hop Headshot: Pahto,Midnight Project,IPA - Triple,2022-05-27,4.125,111.0,Pahto,,,6.8,,4
Idol,4IT 6r3w3ry,Sour - Fruited,2020-07-21,4.112,20.0,,,Strawberry,4.5,,4
Stammgast Gold Alkoholfrei,Feldschlößchen Dresden,Non-Alcoholic Beer - Other,2019-07-17,2.77,,,,,0.5,,3
Single Hop Player: Idaho7,Midnight Project,IPA - American,2022-05-27,3.961,50.0,Idaho 7,,,6.8,,4
Working Class Hero: Loral,13 Litar,Porter - English,2022-05-26,4.005,25.0,Loral,"Pilsner,Vienna,Crystal,Black",,5.6,14.5,4
České Ezék,Варница,Lager - Euro Pale,2014-04-30,2.662,,,,,4.7,,2
Blasphemy,Valaduta,Barleywine - English,2021-12-21,4.591,70.0,,,,6.8,,4
Mlosć: Loral,Malanka,Pale Ale - American,2022-04-06,4.139,50.0,Loral,Pilsner,,5.3,13.5,4
Zavieja: Mosaic & Simcoe,Malanka,IPA - Imperial / Double New England / Hazy,2022-05-26,4.332,,"Mosaic,Simcoe","Pilsner,Flaked Oats",,6.8,18.0,4
Mroiva: Nelson Sauvin & Motueka & Mosaic,Malanka,IPA - Session,2022-05-24,4.368,,"Nelson Sauvin,Motueka,Mosaic","Pilsner,Flaked Oats",,3.8,14.0,4
Mitrenha: Cashmere & Mosaic,Malanka,IPA - Imperial / Double,2022-05-25,4.241,80.0,"Cashmere,Mosaic",Pilsner,,6.8,18.0,4
Aloha,Bierstaat,Stout - Milk / Sweet,2022-05-23,4.004,16.0,BRU-1,,Lactose,6.5,,4
Wake Up! Sitiva,Bierstaat,IPA - American,2022-05-23,3.834,40.0,Sitiva,,,6.8,,4
West Wave: Centennial & Chinook,Midnight Project,IPA - American,2022-04-29,4.005,50.0,,,,6.5,,4
Rank: Amarillo,Midnight Project,IPA - Imperial / Double,2022-04-29,4.009,70.0,,,,6.8,,4
Hobbits Hole,LaBEERint Brewery,Pale Ale - New Zealand,2020-08-22,3.593,50.0,,,,5.0,,4
Suburban Poison,"Jungle Brewery,Blood Brothers Brewery,Verden Brewery",Belgian Strong Dark Ale,2021-12-15,4.315,30.0,,,,6.8,,4
Telenn Du,Brasserie Lancelot,Specialty Grain,2010-10-03,3.232,,,,,4.5,,4
Blanche Hermine,Brasserie Lancelot,Wheat Beer - Witbier / Blanche,2010-10-03,3.211,,,,,4.0,,4
Rager: Nelson Sauvin,Valaduta,IPA - Imperial / Double,2022-05-17,4.303,70.0,Nelson Sauvin,,,6.8,,4
Abšar: Simcoe,Malanka,IPA - White / Wheat,2022-05-20,4.268,,Simcoe,"Pilsner,Wheat",,6.8,18.0,4
Funky Tonka,Time Bomb Brewery,Stout - Russian Imperial,2022-01-02,3.852,45.0,,,,6.8,,4
Infusion,13 Litar,IPA - American,2022-05-16,3.815,45.0,"Sabro,Idaho 7","Pilsner,Wheat",,6.2,15.0,4
Landscape,13 Litar,IPA - Session,2022-05-04,3.593,40.0,Simcoe,"Pale Ale,Pilsner",,5.0,12.0,4
Brownwood,13 Litar,Brown Ale - American,2022-05-11,3.468,30.0,,,,5.0,,4
Makariy Marochnoe (Макарий Марочное),Лысковский,Lager - Euro Pale,2019-03-27,2.654,,,,,4.5,,2
So Much Caffeine: Lamdong,Bierstaat,Stout - Coffee,2022-04-26,4.256,16.0,,,"Lactose,Coffee",6.8,,4
Maple Giant,"Plague Brew,Ganza Brewery",Stout - Imperial / Double Milk,2021-12-20,4.001,,,,,6.8,,4
Полоцкое Золотистое Люкс,Полоцкое пиво,Lager - Euro Pale,2017-06-20,2.83,,,,,4.7,,3
Luna Park: Mango+Melon,Одна тонна,Mead - Other,2021-12-20,4.075,,,,,6.8,,4
Drunken Parrot,Salden’s Brewery,IPA - Black / Cascadian Dark Ale,2014-08-26,3.873,85.0,,,,6.8,,4
Istina,Robim Good Brewery,IPA - American,2022-04-28,,40.0,"Columbus,Citra",,,5.7,14.0,4
Poklič: Saaz,Malanka,Farmhouse Ale - Saison,2022-05-11,4.102,,Saaz,Pilsner,,6.0,13.5,4
Zuppa Del Duca,Rewort Brewery,Stout - Other,2022-02-17,4.094,14.0,,,,6.9,,4
Prozess,Zagovor Brewery,IPA - New England / Hazy,2021-03-09,4.023,30.0,"Strata,Galaxy,Mosaic",,,6.5,17.0,4
XII Flemish Red Ale,Sosab - Sour Ale Brewery,Sour - Flanders Red Ale,2021-05-09,3.519,,,,,6.0,,4
На велосипеде,Brewlok,Sour - Fruited,2022-03-30,3.59,,,,,6.8,,4
Imhla: Motueka,Malanka,IPA - New England / Hazy,2022-05-06,4.22,,Motueka,"Pilsner,Flaked Oats",,6.5,16.0,4
Folky,Red Button Brewery,Sour - Smoothie / Pastry,2022-04-02,3.983,,,,,6.0,,4
Reserve,Feldschlößchen Dresden,Lager - Dortmunder / Export,2020-04-30,3.006,18.0,,,,5.3,,3
White Rock,Біірландзія,Wheat Beer - American Pale Wheat,2022-05-03,3.695,22.0,"Cascade,Mosaic",,,5.5,,4
New Identity,Jungle Brewery,IPA - New England / Hazy,2022-04-18,4.315,40.0,"Citra,Medusa,Mosaic",,,6.3,16.0,4
Mitrenha: Citra & Mosaic & Simcoe,Malanka,IPA - Imperial / Double,2022-05-04,4.21,80.0,"Citra,Mosaic,Simcoe",Pilsner,,6.8,17.0,4
Bad Beat: Simcoe & Mosaic,Midnight Project,IPA - Imperial / Double,2022-04-29,4.064,70.0,,,,6.8,,4
Spring Pilsner: Evergreen,Bierstaat,Pilsner - Other,2022-05-02,3.818,25.0,Evergreen,,,5.0,,4
Вока Лондана,Прамень,Brown Ale - English,2022-05-02,3.74,16.0,,,,6.5,,4
Seth & Riley’s Garage Hardcore Grapefruit,Аліварыя,Shandy / Radler,2022-04-15,3.154,,,,,6.0,,3
Seth & Riley’s Garage Hardcore Pineapple,Аліварыя,Shandy / Radler,2022-04-16,2.675,,,,,6.0,,2
Broeksel,Brouwerij Martens,Lager - Euro Pale,2020-02-02,2.847,,,,,5.0,,3
Гранат,Česky Lev,Fruit Beer,2020-10-04,3.071,,,,,5.2,,3
Imperial Pride,Брестское пиво,Lager - Helles,2021-11-12,2.701,,,,,5.0,12.0,2
Insomnia,13 Litar,Porter - American,2021-01-12,4.06,40.0,"Galaxy,Ekuanot,Cascade","Pale Ale,Pilsner,Munich,Vienna,Chocolate,Caramunich,Roasted Barley",,6.8,21.0,4
Saĺsa: Adžyka,Malanka,Sour - Other Gose,2022-04-22,4.389,,,Pilsner,"Tomato,Red Pepper,Black Pepper,Garlic,Bay Leaf,Dill",4.0,12.0,4
Pražačka,Bakalář,Pilsner - Czech / Bohemian,,3.165,,,,,4.0,,3
Brewtality,"Midnight Project,AF Brew",Stout - Imperial / Double,2022-04-09,4.167,55.0,,,,6.8,,4
Banana Smoothie,LiS Brew,Sour - Fruited,2020-06-16,3.912,,,,Banana,5.0,,4
Ureich Hefeweizen Hell,Privatbrauerei Eichbaum,Wheat Beer - Hefeweizen,2017-01-30,3.043,13.0,,,,5.2,,3
Смага Бельгийская,Hops Brewery,Wheat Beer - Witbier / Blanche,2022-04-08,3.595,15.0,Cascade,,"Coriander,Peach",4.8,,4
Сибирская тьма,Brewlok,Stout - Milk / Sweet,2022-01-24,3.971,,,,,6.8,,4
Don't Ask Me Why,"Jungle Brewery,Carousel Brewery",IPA - Imperial / Double New England / Hazy,2022-03-21,4.371,50.0,"Warrior,Citra,Mosaic",,,6.8,23.0,4
Candyman! Candyman! Candyman! Candyman! Candyman!,AF Brew,Stout - Imperial / Double,2018-11-23,4.097,30.0,,,,6.8,,4
Batyushka WBA,Plan B Brewery,Stout - Russian Imperial,2021-10-28,4.114,30.0,,,,6.8,,4
Ureich Premium Lager,Privatbrauerei Eichbaum,Lager - Euro Pale,2018-08-19,2.834,,,,,4.8,,2
Hop Headshot: Mosaic,Midnight Project,IPA - Triple,2018-04-13,4.256,111.0,Mosaic,,,6.8,,4
Vietraź: Čorny lajm i kardamon,Malanka,Wheat Beer - Witbier / Blanche,2022-04-20,4.042,,,"Pilsner,Wheat","Lime,Cardamom",5.3,13.0,4
Tropical Paradise,J. Wakefield Brewing,Sour - Fruited Berliner Weisse,2021-02-19,4.185,4.0,,,,6.8,,4
Chaliera: Medusa,Malanka,IPA - American,2022-04-13,4.147,50.0,Medusa,Pilsner,,6.0,15.0,4
Dimension,13 Litar,IPA - American,2022-04-12,3.932,45.0,Amarillo,"Pale Ale,Wheat",,6.5,15.0,4
Higher Sense,Jungle Brewery,IPA - New England / Hazy,2022-04-14,4.326,40.0,"Citra,Medusa",,,6.7,16.6,4
Night Walker,Jungle Brewery,Stout - Imperial / Double Coffee,2022-03-28,4.257,50.0,,,Coffee,6.8,25.7,4
Empathy,13 Litar,IPA - Imperial / Double Black,2022-04-05,4.103,70.0,Galaxy,"Pale Ale,Pilsner,Roasted Barley",,6.8,18.0,4
Метэор,Прамень,Stout - Oatmeal,2021-09-18,3.97,15.0,,,,6.3,,4
Starovar English Porter,Коломенская пивоварня,Porter - English,2021-02-02,3.515,20.0,,,,6.7,,4
Vampire Juice,Coma Brewery,Sour - Smoothie / Pastry,2021-11-23,4.086,,,,"Carrot,Tangerine,Beetroot,Grapefruit,Ginger,Chili",5.7,,4
Spice Vendor,Selfmade Brewery,Spiced / Herbed Beer,2022-03-21,3.816,10.0,,,,6.4,,4
Депрессия,Hophead Brewery,Stout - Imperial / Double,2021-08-19,3.823,30.0,,,,6.8,,4
Lichamanka: Hallertau Blanc,Malanka,IPA - Imperial / Double,2022-04-08,4.186,80.0,Hallertau Blanc,Pilsner,,6.8,18.5,4
Single Hop Player: Mosaic,Midnight Project,IPA - American,2022-04-09,4.041,50.0,Mosaic,,,6.8,,4
Smuha: Simcoe,Malanka,IPA - Imperial / Double New England / Hazy,2022-04-01,4.33,,Simcoe,"Pilsner,Flaked Oats",,6.8,18.5,4
Shorthair Wisdom,Midnight Project,IPA - New England / Hazy,2022-04-08,3.932,,"Mosaic,Idaho 7",,,6.8,,4
Pantheon,GAS Brew,Barleywine - American,2024-01-02,3.785,,,,,6.8,,4
Квадратура круга,"Brewmen,GAS Brew",Pilsner - Other,2021-08-30,3.747,20.0,Hallertau,,,5.2,,4
Rager: Wakatu,Valaduta,IPA - Imperial / Double,2022-03-18,4.149,70.0,Wakatu,,,6.8,,4
S.P.I.N.,"Malanka,Carousel Brewery",IPA - Imperial / Double New England / Hazy,2022-03-26,4.259,,"Strata,Idaho 7,Nelson Sauvin","Pilsner,Flaked Oats",,6.8,17.5,4
PILS,Lervig,Pilsner - German,2018-09-05,3.233,15.0,,,,4.7,,3
Рижское,Афанасий,Lager - Pale,2017-07-26,2.663,,,,,4.1,,3
Durak из бочки,Jaws,Porter - Imperial / Double,2022-01-28,4.032,46.0,,,,6.8,,4
Negroni,Zavod,Hard Seltzer,2021-12-05,3.287,,,,,6.8,,3
Comedy of Masks,Selfmade Brewery,Sour - Fruited,2021-11-03,3.915,15.0,,,"Cherry,Blueberry,Cookies",6.9,,4
Žalia Balta,Utenos Alus,Lager - Euro Pale,2016-09-23,2.852,,,,,5.0,,2
Rollin,Бакунин,Stout - Other,2019-02-15,3.598,25.0,,,,6.9,17.0,4
Pošasć: Simcoe,Malanka,IPA - Quadruple,2022-03-18,4.262,110.0,Simcoe,Pilsner,,6.8,24.0,4
Trinity,13 Litar,IPA - Triple,2022-03-22,4.121,70.0,"Columbus,Loral,Centennial","Pale Ale,Wheat",,6.8,21.5,4
Burn Masha,Zavod,Sour - Traditional Gose,2018-12-07,4.073,8.0,,,,6.9,,4
Worked Up,13 Litar,Porter - Other,2022-03-17,4.128,20.0,"Magnum,Centennial,Willamette","Pilsner,Vienna,Crystal,Roasted Barley",,6.8,19.0,4
Californian IPA,Староместный пивовар,IPA - American,2020-07-15,3.399,40.0,,,,5.5,14.0,4
Vytenis,Carousel Brewery,Stout - Imperial / Double,2022-03-13,4.057,,,,,6.8,,4
Tomato Soul,Brewmen,Sour - Traditional Gose,2020-11-03,3.792,5.0,,,"Tomato,Red Currant",4.5,,4
Weizen Blanche,Feldschlösschen,Wheat Beer - Witbier / Blanche,2017-02-18,3.184,12.0,,,,5.2,,4
Smuha: Idaho 7,Malanka,IPA - Imperial / Double New England / Hazy,2022-03-15,4.307,,Idaho 7,"Pilsner,Wheat,Flaked Oats",,6.8,18.5,4
Dark Spin: Coffee,Carousel Brewery,Stout - Coffee,2022-03-24,4.23,14.0,,,,6.9,,4
Equilibrium,Bierstaat,IPA - Imperial / Double,2022-03-21,4.093,55.0,"Citra,BRU-1",,,6.9,,4
Warsteiner Light Pilsener,Лідскае піва,Pilsner - German,2019-04-09,3.102,20.0,,,,4.2,9.6,3
Horn Disel Tamsusis,Volfas Engelman,Lager - Dark,2019-11-09,2.987,,,,,6.0,,3
Lager,13 Litar,Pilsner - Czech / Bohemian,2015-12-18,3.424,,,,,4.5,,4
Maisel's Weisse Kristall,Brauerei Gebr. Maisel,Wheat Beer - Kristallweizen,2010-08-21,3.48,11.0,,,,5.1,,4
American Pale Ale,13 Litar,Pale Ale - American,2016-08-17,3.891,35.0,,,,5.0,,3
Decontrol: Cinnamon Brownie,Zagovor Brewery,Porter - Imperial / Double,2022-03-03,4.057,,,,,6.8,,4
Rank: HBC 630,Midnight Project,IPA - Imperial / Double,2022-03-18,3.924,65.0,HBC630,,,6.8,,4
Dilemma,"Midnight Project,Paradox",Porter - Baltic,2022-03-12,3.887,40.0,,,,6.8,,4
Weekend,13 Litar,IPA - American,2019-01-31,3.985,45.0,"Chinook,Amarillo,Mosaic","Pale Ale,Pilsner,Munich",,6.2,15.0,3
Lion,Robim Good Brewery,Lager - IPL (India Pale Lager),2022-01-20,3.496,21.0,,,,4.5,12.0,3
Patrick Hops,Hops Brewery,IPA - American,2020-03-13,3.743,45.0,"Simcoe,Citra",,,5.8,,4
Damn Fine Stout,Selfmade Brewery,Stout - Imperial / Double Coffee,2022-02-08,4.008,62.0,,,,6.8,,5
Tuman: Sabro,Malanka,IPA - Quadruple,2022-03-04,4.137,,Sabro,"Pilsner,Flaked Oats,Wheat",,6.8,24.0,4
Assimilation: Loral + Ekuanot,13 Litar,IPA - Imperial / Double,2022-03-09,4.112,75.0,"Loral,Ekuanot","Pilsner,Wheat",,6.8,18.5,4
Rhapsody In Black,Rewort Brewery,Stout - Foreign / Export,2022-01-20,3.904,,,,,,,4
Karol Jan Sparkling Pineapple,Аліварыя,Fruit Beer,2022-03-04,2.892,10.0,,,,5.6,,3
Canis Lupus,Vilniaus Alus,Lager - Pale,2015-01-18,3.107,,,,,4.6,,3
Darkwood,13 Litar,Brown Ale - English,2022-03-03,3.811,30.0,"Centennial,East Kent Golding,Willamette","Pilsner,Munich,Roasted Barley,Crystal",,6.7,16.0,4
Смага Берлинская,Hops Brewery,Wheat Beer - Dunkelweizen,2022-02-28,3.573,10.0,,,,5.4,,4
Murder IPA Birthday Edition,AF Brew,IPA - Triple,2022-01-28,4.046,200.0,,,,6.8,,4
Devil's Tongue,Selfmade Brewery,Sour - Other Gose,2022-01-10,3.933,10.0,,,,6.0,,4
Your Quintuple Symbiote Juice,Midnight Project,Sour - Fruited,2021-07-23,4.276,10.0,,,,6.8,,4
Ocean of Storms,Zagovor Brewery,IPA - New England / Hazy,2022-02-17,3.953,25.0,"Nelson Sauvin,Citra,Mosaic",,Lactose,6.0,16.0,4
Space Diver,Rewort Brewery,Stout - Imperial / Double,2021-11-23,3.817,,,,,6.8,27.7,4
Single Hop Player: Citra,Midnight Project,IPA - American,2022-03-04,3.991,50.0,Citra,,,6.8,,4
Left Future Myth,Red Button Brewery,Sour - Fruited,2020-10-02,4.324,,,,"Lychee,Banana,Passion fruit",6.0,,4
Уже,Brewlok,IPA - New England / Hazy,2021-11-15,3.737,,"Citra,Mosaic",,,5.4,,4
India Pale Ale,Alaryk,IPA - English,2016-12-17,3.398,65.0,,,,6.0,,3
Доза [Mango + Strawberry],4BREWERS,Sour - Smoothie / Pastry,2022-02-21,4.218,,,,,6.0,,4
Too Fit To Quit,Dieta,Stout - Russian Imperial,2021-12-21,4.016,,,,"Vanilla,Cocoa,Zephyr",6.8,,4
Scotty West Wheat Beer,A. Le Coq,Wheat Beer - Witbier / Blanche,2021-09-09,3.211,,,,,5.0,,3
Scotty West Dark Lager,Cēsu Alus,Lager - Dark,2021-04-05,3.179,,,,,5.0,,3
Imhla: Strata,Malanka,IPA - New England / Hazy,2022-03-02,4.279,,Strata,"Pilsner,Wheat,Flaked Oats",,6.5,16.0,4
Oettinger Hefeweißbier Naturtrüb / Weissbier,Oettinger Brauerei,Wheat Beer - Hefeweizen,2011-03-26,3.245,11.0,,,,4.9,,3
The People United Will Never Be Defeated,Jungle Brewery,IPA - New England / Hazy,2022-02-28,4.257,55.0,"Warrior,Citra,Mosaic",,,5.6,14.0,4
Back To Basics,13 Litar,IPA - American,2022-02-22,4.067,45.0,Chinook,"Pilsner,Wheat",,6.4,15.5,4
Shadow,Bierstaat,Smoked Beer,2022-03-01,4.033,23.0,,,,6.7,,4
Большой медведь,Брестское пиво,Lager - Pale,2021-11-01,2.445,,,,,5.2,12.0,2
Holland Crown Wit / Blanche Unfiltered,H-West B.V.,Wheat Beer - Witbier / Blanche,2018-07-11,2.788,,,,,5.0,,2
Into the Shadow,Rewort Brewery,Stout - Russian Imperial,2021-11-10,3.856,45.0,,,,6.8,25.0,4
Honey Puzzle,Bierbank,Honey Beer,2022-02-23,3.679,20.0,,,Honey,5.4,,4
Ghetto Dub,Jungle Brewery,IPA - New Zealand,2022-02-24,4.218,50.0,"Rakau,Kohatu",,,5.5,14.0,4
Палитра #1 Pineapple & Guava,Brewlok,IPA - Milkshake,2019-06-03,3.706,,,,"Pineapple,Guava",6.8,,4
Introvert,Robim Good Brewery,IPA - American,2022-02-08,3.596,40.0,Citra,,,5.2,14.0,3
Sequoia Trail,Zagovor Brewery,IPA - American,2022-01-25,3.949,55.0,"Simcoe,Sequoia",,,6.0,15.0,4
Нехороший лес,Brewlok,IPA - Triple,2022-01-21,3.847,,,,,6.8,,4
Senojo Vilniaus Stiprusis,Vilniaus Alus,Lager - Strong,2014-02-28,3.145,14.0,,,,6.8,,3
Zombie DIPA,Atmosphere Brewery,IPA - Imperial / Double,2021-05-12,3.774,80.0,,,,6.8,,4
God Jammit,Rewort Brewery,Sour - Smoothie / Pastry,2022-01-18,4.114,6.0,,,"Bilberry,Raspberry",5.8,,4
Zona Tropica,Valaduta,IPA - American,2022-02-19,4.044,45.0,"Mosaic,Sitiva,Sequoia",,,6.0,,4
